RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Clusterland Oberösterreich GmbH;20133;4;1;;
C.M. Frank Kinderspitals-Stiftung;20133;2;1;;
C.M. Frank Kinderspitals-Stiftung;20133;4;1;;
CMA Carinthische Musikakademie GmbH;20133;2;0;Woche Kärnten;5600
CMA Carinthische Musikakademie GmbH;20133;4;1;;
Cogeneration-Kraftwerke Management Oberösterreich GmbH;20133;2;1;;
Cogeneration-Kraftwerke Management Oberösterreich GmbH;20133;4;1;;
Columinis Holding GmbH in Liquidation;20133;2;1;;
Columinis Holding GmbH in Liquidation;20133;4;1;;
COMITAS Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
COMITAS Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
CONATUS Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
CONATUS Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
Congress Center Villach Garagen GmbH;20133;2;1;;
Congress Center Villach Garagen GmbH;20133;4;1;;
Congress Center Villach GmbH;20133;2;1;;
Congress Center Villach GmbH;20133;4;1;;
Congress und Messe Innsbruck GmbH;20133;2;0;Gastwirt;8663,6
Congress und Messe Innsbruck GmbH;20133;2;0;Oscar`s;7611,36
Congress und Messe Innsbruck GmbH;20133;2;0;Tirolerin;15697
Congress und Messe Innsbruck GmbH;20133;2;0;Vorarlberger Nachrichten;5250
Congress und Messe Innsbruck GmbH;20133;4;1;;
Congress und Stadtmarketing Saalfelden GmbH;20133;2;1;;
Congress und Stadtmarketing Saalfelden GmbH;20133;4;1;;
conova communications GmbH;20133;2;1;;
conova communications GmbH;20133;4;1;;
Convention Bureau Leoben GmbH;20133;2;1;;
Convention Bureau Leoben GmbH;20133;4;1;;
Creative Industries Styria GmbH;20133;2;0;ORF Landesstudio Steiermark;25000
Creative Industries Styria GmbH;20133;4;1;;
Creative.Region Linz & Upper Austria GmbH;20133;2;1;;
Creative.Region Linz & Upper Austria GmbH;20133;4;1;;
CTR Carinthian Tech Research AG;20133;2;1;;
CTR Carinthian Tech Research AG;20133;4;1;;
CULINA Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
CULINA Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
CURIA Grundstückvermietungs Gesellschaft m.b.H.;20133;2;1;;
CURIA Grundstückvermietungs Gesellschaft m.b.H.;20133;4;1;;
CYTA-Errichtungs- und Management GmbH;20133;2;1;;
CYTA-Errichtungs- und Management GmbH;20133;4;1;;
CYTA-Errichtungs- und Management GmbH & CO KG;20133;2;0;Bezirksblätter Tirol;11238
CYTA-Errichtungs- und Management GmbH & CO KG;20133;2;0;Tiroler Tageszeitung;12641,57
CYTA-Errichtungs- und Management GmbH & CO KG;20133;4;1;;
Czibulka-Stiftung ;20133;2;1;;
Czibulka-Stiftung ;20133;4;1;;
D. TSCHERNE Gesellschaft m.b.H.;20133;2;1;;
D. TSCHERNE Gesellschaft m.b.H.;20133;4;1;;
Dachstein Tourismus AG;20133;2;0;OÖ Nachrichten;21587,11
Dachstein Tourismus AG;20133;2;0;Weekend Magazin;10090,62
Dachstein Tourismus AG;20133;4;1;;
Dachverband Marchfeld-Weinviertel;20133;2;1;;
Dachverband Marchfeld-Weinviertel;20133;4;1;;
DAKA WINKLER KANALSERVICE GMBH;20133;2;1;;
DAKA WINKLER KANALSERVICE GMBH;20133;4;1;;
Datenbahn Technik GmbH;20133;2;1;;
Datenbahn Technik GmbH;20133;4;1;;
David-Herzog-Fonds Fonds der steirischen Universitäten ;20133;2;1;;
David-Herzog-Fonds Fonds der steirischen Universitäten ;20133;4;1;;
DDr. Franz Josef Mayer-Gunthof Wissenschafts- und Forschungsstiftung;20133;2;1;;
DDr. Franz Josef Mayer-Gunthof Wissenschafts- und Forschungsstiftung;20133;4;1;;
DDSG - BLUE DANUBE SCHIFFAHRT GMBH.;20133;2;1;;
DDSG - BLUE DANUBE SCHIFFAHRT GMBH.;20133;4;1;;
departure - Die Kreativagentur der Stadt Wien GmbH;20133;2;1;;
departure - Die Kreativagentur der Stadt Wien GmbH;20133;4;1;;
Design Center Linz Betriebsgesellschaft m.b.H.;20133;2;1;;
Design Center Linz Betriebsgesellschaft m.b.H.;20133;4;1;;
Destinations-Management GmbH;20133;2;1;;
Destinations-Management GmbH;20133;4;1;;
DHK - Management Gesellschaft m.b.H.;20133;2;1;;
DHK - Management Gesellschaft m.b.H.;20133;4;1;;
die Angewandte Continuing Education GmbH;20133;2;1;;
die Angewandte Continuing Education GmbH;20133;4;1;;
Die Bachschmiede GesmbH;20133;2;1;;
Die Bachschmiede GesmbH;20133;4;1;;
Die Freien Berufe Österreichs;20133;2;1;;
Die Freien Berufe Österreichs;20133;4;1;;
Die Mödlinger Saubermacher Ges.m.b.H.;20133;2;1;;
Die Mödlinger Saubermacher Ges.m.b.H.;20133;4;1;;
Die österreichische Bibliothekenverbund und Service Gesellschaft m.b.H.;20133;2;1;;
Die österreichische Bibliothekenverbund und Service Gesellschaft m.b.H.;20133;4;1;;
Dienstleistungszentrum Kramsach Betriebsgesellschaft mbH.;20133;2;1;;
Dienstleistungszentrum Kramsach Betriebsgesellschaft mbH.;20133;4;1;;
Dienstleistungszentrum 4 Sonnen;20133;2;1;;
Dienstleistungszentrum 4 Sonnen;20133;4;1;;
Diplomatische Akademie Wien;20133;2;1;;
Diplomatische Akademie Wien;20133;4;1;;
DLK Dienstleistungen für Krankenhäuser GmbH;20133;2;1;;
DLK Dienstleistungen für Krankenhäuser GmbH;20133;4;1;;
Donau Schiffsstationen GmbH;20133;2;1;;
Donau Schiffsstationen GmbH;20133;4;1;;
Donauhochwasserschutz-Konkurrenz (DHK);20133;2;1;;
Donauhochwasserschutz-Konkurrenz (DHK);20133;4;1;;
Donaukraftwerk Jochenstein Aktiengesellschaft;20133;2;1;;
Donaukraftwerk Jochenstein Aktiengesellschaft;20133;4;1;;
Doppler Fonds;20133;2;1;;
Doppler Fonds;20133;4;1;;
Dornbirner Anteilsverwaltungssparkasse;20133;2;1;;
Dornbirner Anteilsverwaltungssparkasse;20133;4;1;;
Dornbirner Kulturhaus- und Stadthallen Gesellschaft mbH;20133;2;1;;
Dornbirner Kulturhaus- und Stadthallen Gesellschaft mbH;20133;4;1;;
Dornbirner Seilbahn GmbH;20133;2;1;;
Dornbirner Seilbahn GmbH;20133;4;1;;
Dornbirner Sparkasse Bank AG;20133;2;0;ORF 1;10812
Dornbirner Sparkasse Bank AG;20133;2;0;PRO7;5063
Dornbirner Sparkasse Bank AG;20133;4;1;;
Dornbirner Sport- und Freizeitbetriebe GmbH;20133;2;1;;
Dornbirner Sport- und Freizeitbetriebe GmbH;20133;4;1;;
Dornbirner Tourismus & Stadtmarketing GmbH;20133;2;0;Vorarlberger Nachrichten;12121,89
Dornbirner Tourismus & Stadtmarketing GmbH;20133;4;1;;
DOSPA Aktienverwaltung GmbH;20133;2;1;;
DOSPA Aktienverwaltung GmbH;20133;4;1;;
Dr. Alois Sonnleitner-Stiftung bei der Österreichischen Akademie der Wissenschaften ;20133;2;1;;
Dr. Alois Sonnleitner-Stiftung bei der Österreichischen Akademie der Wissenschaften ;20133;4;1;;
Dr. Anton Oelzelt - Newin'sche Stiftung bei der Österreichischen Akademie der Wissenschaften;20133;2;1;;
Dr. Anton Oelzelt - Newin'sche Stiftung bei der Österreichischen Akademie der Wissenschaften;20133;4;1;;
Dr. Eduard Kaufmann'sche Armenstiftung ;20133;2;1;;
Dr. Eduard Kaufmann'sche Armenstiftung ;20133;4;1;;
Dr. Emmi Herzberger-Stiftung;20133;2;1;;
Dr. Emmi Herzberger-Stiftung;20133;4;1;;
Dr. Joham - Jubiläumsstiftung der Bank für Tirol und Vorarlberg AG;20133;2;1;;
Dr. Joham - Jubiläumsstiftung der Bank für Tirol und Vorarlberg AG;20133;4;1;;
Dr. Josef Dichler-Gedächtnisstiftung;20133;2;1;;
Dr. Josef Dichler-Gedächtnisstiftung;20133;4;1;;
Dr. Josef Hyrtl-Waisenstiftung;20133;2;1;;
Dr. Josef Hyrtl-Waisenstiftung;20133;4;1;;
Dr. Josef Seegen Stiftung bei der Österreichischen Akademie der Wissenschaften;20133;2;1;;
Dr. Josef Seegen Stiftung bei der Österreichischen Akademie der Wissenschaften;20133;4;1;;
Dr. Josef Zöch'sche Stiftung für wohltätige Zwecke ;20133;2;1;;
Dr. Josef Zöch'sche Stiftung für wohltätige Zwecke ;20133;4;1;;
Dr. Karl Schleinzer-Stiftung;20133;2;1;;
Dr. Karl Schleinzer-Stiftung;20133;4;1;;
Dr. Ladislaus Vajda-Stiftung, Universität Wien;20133;2;1;;
Dr. Ladislaus Vajda-Stiftung, Universität Wien;20133;4;1;;
Dr. Martha Sobotka Charlotte Janeczek-Stiftung;20133;2;1;;
Dr. Martha Sobotka Charlotte Janeczek-Stiftung;20133;4;1;;
Dr. Otto Ender - Studienstiftung;20133;2;1;;
Dr. Otto Ender - Studienstiftung;20133;4;1;;
Dr. Walter Waizer-Stiftung;20133;2;1;;
Dr. Walter Waizer-Stiftung;20133;4;1;;
Dr. Wilhelm Groß Stiftung p.A. Magistrat der Stadt Steyr;20133;2;1;;
Dr. Wilhelm Groß Stiftung p.A. Magistrat der Stadt Steyr;20133;4;1;;
Draupassagen Garagen GmbH;20133;2;1;;
Draupassagen Garagen GmbH;20133;4;1;;
Dr.Heinrich Jörg-Stiftung;20133;2;1;;
Dr.Heinrich Jörg-Stiftung;20133;4;1;;
Druckerei Lischkar & Co. Gesellschaft m.b.H.;20133;2;0;Rundschau-Polizei-Sport;7138
Druckerei Lischkar & Co. Gesellschaft m.b.H.;20133;4;1;;
DS-Immobilienvermietungsges.m.b.H.;20133;2;1;;
DS-Immobilienvermietungsges.m.b.H.;20133;4;1;;
DVT-Daten-Verarbeitung- Tirol GmbH;20133;2;1;;
DVT-Daten-Verarbeitung- Tirol GmbH;20133;4;1;;
E & E Unternehmensberatung und EDV GmbH;20133;2;1;;
E & E Unternehmensberatung und EDV GmbH;20133;4;1;;
EAA Erdgas Mobil GmbH in Liqu.;20133;2;1;;
EAA Erdgas Mobil GmbH in Liqu.;20133;4;1;;
EBG MedAustron GmbH;20133;2;1;;
EBG MedAustron GmbH;20133;4;1;;
ebswien hauptkläranlage Ges.m.b.H.;20133;2;0;Das Wiener Bezirksblatt;6309,95
ebswien hauptkläranlage Ges.m.b.H.;20133;2;0;Heute;7480
ebswien hauptkläranlage Ges.m.b.H.;20133;2;0;Kronen Zeitung;26226,46
ebswien hauptkläranlage Ges.m.b.H.;20133;4;1;;
ebswien tierservice Ges.m.b.H. Nfg KG;20133;2;1;;
ebswien tierservice Ges.m.b.H. Nfg KG;20133;4;1;;
ebswien wiener wassertechnologie & infrastruktur Ges.m.b.H.;20133;2;1;;
ebswien wiener wassertechnologie & infrastruktur Ges.m.b.H.;20133;4;1;;
ECHEM Kompetenzzentrum für Angewandte Elektrochemie GmbH;20133;2;1;;
ECHEM Kompetenzzentrum für Angewandte Elektrochemie GmbH;20133;4;1;;
Eco Nova Wiener Neustadt GmbH;20133;2;1;;
Eco Nova Wiener Neustadt GmbH;20133;4;1;;
ECO PLUS Beteiligungen GmbH;20133;2;1;;
ECO PLUS Beteiligungen GmbH;20133;4;1;;
ECO WORLD STYRIA Umwelttechnik ClusterGmbH;20133;2;1;;
ECO WORLD STYRIA Umwelttechnik ClusterGmbH;20133;4;1;;
ecoplus International GmbH;20133;2;1;;
ecoplus International GmbH;20133;4;1;;
ecoplus.Immobilien GmbH;20133;2;1;;
ecoplus.Immobilien GmbH;20133;4;1;;
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;Bezirksblätter Niederösterreich;37441
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;Chemiereport;11700
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;Heute;46839
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;Kurier;5036
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;NÖN;13433
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;ORF Niederösterreich;7756
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;P3;10000
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;Sonntag-Österreich;14305
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;2;0;Wirtschaftsnachrichten;10953
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;4;0;Mostviertel Tourismus GmbH;12642,53
ecoplus.Niederösterreichs Wirtschaftsagentur GmbH;20133;4;0;Weinviertel Tourismus GmbH;26672,45
ECOS Venture Capital Beteiligungs AG;20133;2;1;;
ECOS Venture Capital Beteiligungs AG;20133;4;1;;
Edeltraut Lampe GmbH & Co KG;20133;2;1;;
Edeltraut Lampe GmbH & Co KG;20133;4;1;;
EDITEL Austria GmbH;20133;2;1;;
EDITEL Austria GmbH;20133;4;1;;
EDUCATION GROUP GmbH;20133;2;1;;
EDUCATION GROUP GmbH;20133;4;1;;
EFH-Beteiligungsgesellschaft m.b.H.;20133;2;1;;
EFH-Beteiligungsgesellschaft m.b.H.;20133;4;1;;
EHG Ennshafen GmbH;20133;2;1;;
EHG Ennshafen GmbH;20133;4;1;;
e&i EDV Dienstleistungsgesellschaft m.b.H.;20133;2;1;;
e&i EDV Dienstleistungsgesellschaft m.b.H.;20133;4;1;;
Eisenstadt e-mobilisiert GmbH;20133;2;1;;
Eisenstadt e-mobilisiert GmbH;20133;4;1;;
EKZ Tulln Errichtungs GmbH;20133;2;0;NÖN;5929,16
EKZ Tulln Errichtungs GmbH;20133;4;1;;
ELATEC Metallverwertungs GmbH;20133;2;1;;
ELATEC Metallverwertungs GmbH;20133;4;1;;
ElectroDrive Salzburg GmbH;20133;2;1;;
ElectroDrive Salzburg GmbH;20133;4;1;;
ElectroDrive Tirol GmbH;20133;2;1;;
ElectroDrive Tirol GmbH;20133;4;1;;
Elektrizitätswerk Wels Aktiengesellschaft;20133;2;1;;
Elektrizitätswerk Wels Aktiengesellschaft;20133;4;1;;
ELEKTRO-MARICS GmbH;20133;2;1;;
ELEKTRO-MARICS GmbH;20133;4;1;;
Elena Rombro Stepanow-Stipendienstiftung;20133;2;1;;
Elena Rombro Stepanow-Stipendienstiftung;20133;4;1;;
ELGA GmbH;20133;2;1;;
ELGA GmbH;20133;4;1;;
Elisabeth-Hampl-Stiftung;20133;2;1;;
Elisabeth-Hampl-Stiftung;20133;4;1;;
Elisabethstraße 9 Projektentwicklung GmbH & Co KG;20133;2;1;;
Elisabethstraße 9 Projektentwicklung GmbH & Co KG;20133;4;1;;
Emer.O.Hochschulprofessor Dipl.-Ing.Dr.techn.Rudolf Posselt'scher Reisefonds;20133;2;1;;
Emer.O.Hochschulprofessor Dipl.-Ing.Dr.techn.Rudolf Posselt'scher Reisefonds;20133;4;1;;
EMIL e-Mobility Sharing GmbH;20133;2;1;;
EMIL e-Mobility Sharing GmbH;20133;4;1;;
e-mobility Graz GmbH;20133;2;1;;
e-mobility Graz GmbH;20133;4;1;;
E-Mobility Provider Austria GmbH;20133;2;1;;
E-Mobility Provider Austria GmbH;20133;4;1;;
E-Mobility Provider Austria GmbH & Co KG;20133;2;1;;
E-Mobility Provider Austria GmbH & Co KG;20133;4;1;;
ENAMO GmbH;20133;2;1;;
ENAMO GmbH;20133;4;1;;
ENAMO Ökostrom GmbH;20133;2;1;;
ENAMO Ökostrom GmbH;20133;4;1;;
Energie AG Group Treasury GmbH;20133;2;1;;
Energie AG Group Treasury GmbH;20133;4;1;;
Energie AG Oberösterreich;20133;2;0;BTV Salzkammergut;9200
Energie AG Oberösterreich;20133;2;0;KRONEHIT;6000
Energie AG Oberösterreich;20133;2;0;Life Radio;6000
Energie AG Oberösterreich;20133;2;0;LT1;16427,32
Energie AG Oberösterreich;20133;2;0;Neues Volksblatt;9923,2
Energie AG Oberösterreich;20133;2;0;Österreich;8835,8
Energie AG Oberösterreich;20133;2;0;Radio Oberösterreich;25499,81
Energie AG Oberösterreich;20133;2;0;Sportmagazin;8242,69
Energie AG Oberösterreich;20133;2;0;SportWoche;6754,31
Energie AG Oberösterreich;20133;2;0;Tips;16906,38
Energie AG Oberösterreich;20133;4;1;;
Energie AG Oberösterreich Business Services GmbH;20133;2;1;;
Energie AG Oberösterreich Business Services GmbH;20133;4;1;;
Energie AG Oberösterreich Customer Services GmbH;20133;2;1;;
Energie AG Oberösterreich Customer Services GmbH;20133;4;1;;
Energie AG Oberösterreich Data GmbH;20133;2;0;OÖWirtschaft;13859,07
Energie AG Oberösterreich Data GmbH;20133;4;1;;
Energie AG Oberösterreich Fair Energy GmbH;20133;2;1;;
Energie AG Oberösterreich Fair Energy GmbH;20133;4;1;;
Energie AG Oberösterreich Kraftwerk Ennshafen GmbH;20133;2;1;;
Energie AG Oberösterreich Kraftwerk Ennshafen GmbH;20133;4;1;;
Energie AG Oberösterreich Kraftwerke GmbH;20133;2;1;;
Energie AG Oberösterreich Kraftwerke GmbH;20133;4;1;;
Energie AG Oberösterreich Netz GmbH;20133;2;1;;
Energie AG Oberösterreich Netz GmbH;20133;4;1;;
Energie AG Oberösterreich Personalmanagement GmbH;20133;2;0;Bezirksrundschau Oberösterreich;6000
Energie AG Oberösterreich Personalmanagement GmbH;20133;4;1;;
Energie AG Oberösterreich Renewable Power GmbH;20133;2;1;;
Energie AG Oberösterreich Renewable Power GmbH;20133;4;1;;
Energie AG Oberösterreich Service- und Beteiligungsverwaltungs-GmbH;20133;2;1;;
Energie AG Oberösterreich Service- und Beteiligungsverwaltungs-GmbH;20133;4;1;;
Energie AG Oberösterreich Tech Services GmbH;20133;2;1;;
Energie AG Oberösterreich Tech Services GmbH;20133;4;1;;
Energie AG Oberösterreich Trading GmbH;20133;2;1;;
Energie AG Oberösterreich Trading GmbH;20133;4;1;;
Energie AG Oberösterreich Vertrieb GmbH & Co KG;20133;2;1;;
Energie AG Oberösterreich Vertrieb GmbH & Co KG;20133;4;1;;
Energie AG Oberösterreich Wärme GmbH;20133;2;1;;
Energie AG Oberösterreich Wärme GmbH;20133;4;1;;
Energie AG Oberösterreich Wasser GmbH;20133;2;1;;
Energie AG Oberösterreich Wasser GmbH;20133;4;1;;
Energie AG Oberösterreich Wasserkraft GmbH;20133;2;1;;
Energie AG Oberösterreich Wasserkraft GmbH;20133;4;1;;
Energie Austria GmbH;20133;2;1;;
Energie Austria GmbH;20133;4;1;;
Energie Burgenland AG;20133;2;0;Bezirksblätter Burgenland;27120
Energie Burgenland AG;20133;2;0;BVZ;22661
Energie Burgenland AG;20133;2;0;KRONEHIT;5196
Energie Burgenland AG;20133;2;0;Österreich;9460
Energie Burgenland AG;20133;2;0;Schau Magazin;15000
Energie Burgenland AG;20133;2;0;Schau TV;86390
Energie Burgenland AG;20133;4;1;;
Energie Burgenland Biomasse GmbH;20133;2;1;;
Energie Burgenland Biomasse GmbH;20133;4;1;;
Energie Burgenland Biomasse GmbH & Co KG;20133;2;1;;
Energie Burgenland Biomasse GmbH & Co KG;20133;4;1;;
Energie Burgenland Geoservice GmbH;20133;2;1;;
Energie Burgenland Geoservice GmbH;20133;4;1;;
Energie Burgenland Green Power GmbH;20133;2;1;;
Energie Burgenland Green Power GmbH;20133;4;1;;
Energie Burgenland Konzernclearing GmbH;20133;2;1;;
Energie Burgenland Konzernclearing GmbH;20133;4;1;;
Energie Burgenland Service GmbH;20133;2;1;;
Energie Burgenland Service GmbH;20133;4;1;;
Energie Burgenland Vertrieb GmbH & Co KG;20133;2;1;;
Energie Burgenland Vertrieb GmbH & Co KG;20133;4;1;;
Energie Burgenland Windkraft GmbH;20133;2;1;;
Energie Burgenland Windkraft GmbH;20133;4;1;;
Energie Graz GmbH;20133;2;1;;
Energie Graz GmbH;20133;4;1;;
Energie Graz GmbH & Co KG;20133;2;1;;
Energie Graz GmbH & Co KG;20133;4;1;;
Energie Graz Holding GmbH;20133;2;1;;
Energie Graz Holding GmbH;20133;4;1;;
Energie Klagenfurt GmbH;20133;2;0;Antenne Kärnten;29303,99
Energie Klagenfurt GmbH;20133;4;1;;
Energie Ried Gesellschaft m.b.H.;20133;2;1;;
Energie Ried Gesellschaft m.b.H.;20133;4;1;;
Energie Ried Vertrieb GmbH;20133;2;1;;
Energie Ried Vertrieb GmbH;20133;4;1;;
Energie Ried Wärme GmbH;20133;2;1;;
Energie Ried Wärme GmbH;20133;4;1;;
Energie Steiermark AG;20133;2;0;Kleine Zeitung;8000
Energie Steiermark AG;20133;2;0;Kronen Zeitung;6000
Energie Steiermark AG;20133;4;1;;
Energie Steiermark Business GmbH;20133;2;1;;
Energie Steiermark Business GmbH;20133;4;1;;
Energie Steiermark Finanz-Service GmbH;20133;2;1;;
Energie Steiermark Finanz-Service GmbH;20133;4;1;;
Energie Steiermark Green Power GmbH;20133;2;1;;
Energie Steiermark Green Power GmbH;20133;4;1;;
ENERGIEALLIANZ Austria GmbH;20133;2;1;;
ENERGIEALLIANZ Austria GmbH;20133;4;1;;
ENERGIECOMFORT Energie- und Gebäudemanagement GmbH;20133;2;1;;
ENERGIECOMFORT Energie- und Gebäudemanagement GmbH;20133;4;1;;
Energie-Contracting Steyr GmbH;20133;2;1;;
Energie-Contracting Steyr GmbH;20133;4;1;;
Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft (E-Control);20133;2;0;Kronen Zeitung;6050
Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft (E-Control);20133;2;0;Österreich;6842,16
Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft (E-Control);20133;4;1;;
Energieinstitut an der Johannes Kepler Universität Linz;20133;2;1;;
Energieinstitut an der Johannes Kepler Universität Linz;20133;4;1;;
Energieinstitut der Wirtschaft GmbH;20133;2;1;;
Energieinstitut der Wirtschaft GmbH;20133;4;1;;
Energy IT Service GmbH;20133;2;1;;
Energy IT Service GmbH;20133;4;1;;
Ennshafen NÖ GmbH;20133;2;1;;
Ennshafen NÖ GmbH;20133;4;1;;
Ennshafen OÖ GmbH;20133;2;1;;
Ennshafen OÖ GmbH;20133;4;1;;
Ennskraftwerke Aktiengesellschaft;20133;2;1;;
